district,rooms,size,level,max_levels,price,lat,lng
Mirzo Ulugbek,4,96.0,7,9,48000,41.3427418,69.3875774
Mirobod,4,175.0,3,12,145000,41.2758912,69.2937133
Mirzo Ulugbek,2,73.0,7,8,42000,41.3466485,69.3328133
Mirzo Ulugbek,1,35.0,1,4,28000,41.319567,69.3246635
Yunusobod,4,92.0,4,4,89000,41.3245206,69.2773236
Yakkasaroy,3,80.0,4,5,56000,41.2673079,69.2415634
Mirzo Ulugbek,2,77.0,6,18,59000,41.3180348,69.2942247
Yashnobod,2,60.0,4,4,41500,41.2922516,69.3419071
Yunusobod,3,56.0,4,4,31080,41.3507755,69.2873919
Yakkasaroy,5,109.0,3,5,80000,41.2673079,69.2415634
Mirzo Ulugbek,4,110.0,5,9,70000,41.3332552,69.3286094
Yakkasaroy,1,38.0,2,5,26700,41.2673079,69.2415634
Yakkasaroy,5,116.0,3,9,90000,41.2697288,69.2512486
Chilonzor,3,90.0,5,9,57000,41.3067057,69.244895
Shayhontohur,5,112.0,9,9,48000,41.3378221,69.1819609
Yakkasaroy,2,80.0,5,7,80000,41.3091112,69.2672197
Chilonzor,2,48.0,2,4,37000,41.271386,69.1961168
Chilonzor,2,45.0,4,4,35200,41.2855934,69.223683
Chilonzor,1,46.0,3,12,33500,41.2916859,69.2177228
Olmzor,4,83.18,5,5,55000,41.3364873,69.2546579
Yunusobod,2,56.0,4,4,30000,41.3521537,69.2772063
Olmzor,2,56.8,3,4,32000,41.3589705,69.2177228
Shayhontohur,2,60.0,3,9,46000,41.3275402,69.2102725
Chilonzor,3,64.0,2,3,43500,41.2807837,69.223683
Chilonzor,3,73.0,9,9,57000,41.259418,69.1804708
Uchtepa,4,100.0,1,9,88000,41.2797359,69.1670599
Uchtepa,2,52.0,1,5,28000,41.2797359,69.1670599
Uchtepa,2,40.0,4,5,30000,41.2814223,69.1760005
Uchtepa,2,47.0,3,4,33000,41.2924208,69.1737654
Chilonzor,2,47.0,4,4,29500,41.274633,69.200587
Chilonzor,2,45.0,1,4,38500,41.2894422,69.2058023
Yashnobod,4,136.0,1,9,85000,41.2922516,69.3419071
Shayhontohur,4,128.0,4,5,140000,41.3141622,69.2368973
Shayhontohur,4,98.0,1,9,97000,41.2834892,69.2665263
Uchtepa,3,78.0,2,4,48000,41.2978921,69.1804708
Chilonzor,4,90.0,1,5,68000,41.2606228,69.1638237
Chilonzor,3,70.0,5,5,50000,41.2606228,69.1638237
Chilonzor,1,42.0,3,4,28000,41.262123,69.1647666
Chilonzor,2,40.0,4,4,42000,41.2855934,69.223683
Chilonzor,3,72.0,8,9,47500,41.2948119,69.2087824
Chilonzor,3,78.0,1,5,68000,41.2916859,69.2177228
Chilonzor,3,72.0,4,9,51500,41.259418,69.1804708
Uchtepa,4,111.0,7,9,67000,41.2814223,69.1760005
Uchtepa,4,84.0,3,5,55000,41.2867929,69.1789807
Uchtepa,1,42.0,1,4,25500,41.2867929,69.1789807
Chilonzor,2,47.0,1,4,41500,41.2710841,69.1849411
Chilonzor,3,65.0,4,4,42000,41.274633,69.200587
Uchtepa,2,47.0,4,4,35500,41.281265,69.1879213
Chilonzor,3,68.0,3,4,50000,41.2829494,69.1968618
Chilonzor,1,45.0,6,8,41000,41.2829494,69.1968618
Chilonzor,3,68.0,4,4,45000,41.2807837,69.223683
Chilonzor,2,49.0,1,3,58500,41.2807837,69.223683
Uchtepa,3,72.0,9,9,36500,41.2953086,69.182706
Uchtepa,3,80.0,4,5,72000,41.2902787,69.1839655
Chilonzor,5,110.0,3,5,78000,41.2654467,69.1602624
Chilonzor,3,72.0,2,4,55200,41.2654467,69.1602624
Uchtepa,2,50.0,2,4,43000,41.3239274,69.2143264
Chilonzor,2,58.0,6,9,41000,41.2573956,69.1959189
Chilonzor,3,105.0,7,8,130000,41.2753331,69.2052868
Uchtepa,3,72.0,8,9,48000,41.2978921,69.1804708
Yunusobod,2,56.0,4,5,34500,41.3750315,69.3160626
Shayhontohur,4,100.0,7,7,70000,41.3112812,69.2429048
Chilonzor,3,78.0,5,9,50000,41.259418,69.1804708
Chilonzor,3,68.0,4,4,34500,41.2729489,69.1916465
Chilonzor,3,70.0,2,5,46000,41.2894422,69.2058023
Chilonzor,1,43.0,1,5,26500,41.259418,69.1804708
Chilonzor,1,36.0,2,4,24700,41.274633,69.200587
Chilonzor,2,50.0,1,5,35000,41.271386,69.1961168
Chilonzor,2,50.0,4,4,34500,41.2729489,69.1916465
Chilonzor,2,50.0,2,5,36000,41.274633,69.200587
Chilonzor,2,60.0,3,9,37500,41.271386,69.1961168
Chilonzor,2,60.0,3,5,39500,41.259418,69.1804708
Chilonzor,2,50.0,4,4,33500,41.2798237,69.2058023
Chilonzor,2,56.0,1,4,32000,41.259418,69.1804708
Yakkasaroy,1,42.0,3,4,41498,41.2765672,69.2460335
Mirzo Ulugbek,2,55.0,2,5,35000,41.3550649,69.3585936
Chilonzor,1,30.0,1,4,26500,41.2807837,69.223683
Sergeli,3,78.0,1,9,55000,41.210633,69.2281531
Chilonzor,1,37.0,1,4,28000,41.2657122,69.1819609
Yashnobod,3,70.0,7,9,51000,41.3123276,69.3159192
Mirobod,1,35.0,3,5,37000,41.2671043,69.3139155
Olmzor,2,60.0,3,4,39000,41.2847707,69.2288981
Chilonzor,1,35.0,2,4,28000,41.2847707,69.2288981
Yashnobod,2,45.0,5,9,31000,41.3146381,69.3228615
Olmzor,4,95.0,6,9,72000,41.3333453,69.2475235
Yakkasaroy,4,40.0,5,5,31000,41.2697288,69.2512486
Sergeli,3,80.0,5,5,40000,41.1929191,69.2139976
Chilonzor,3,96.0,2,4,68000,41.259418,69.1804708
Chilonzor,1,30.0,1,4,32000,41.2773103,69.2152083
Chilonzor,1,37.0,1,4,28000,41.2657122,69.1819609
Yashnobod,3,70.0,7,9,51000,41.3123276,69.3159192
Mirobod,1,35.0,3,5,37000,41.2671043,69.3139155
Olmzor,2,60.0,3,4,39000,41.2847707,69.2288981
Chilonzor,1,35.0,2,4,28000,41.2847707,69.2288981
Yashnobod,2,45.0,5,9,31000,41.3146381,69.3228615
Olmzor,4,95.0,6,9,72000,41.3333453,69.2475235
Yakkasaroy,4,40.0,5,5,31000,41.2697288,69.2512486
Sergeli,3,80.0,5,5,40000,41.1929191,69.2139976
Chilonzor,3,96.0,2,4,68000,41.259418,69.1804708
Chilonzor,1,30.0,1,4,32000,41.2773103,69.2152083
Mirobod,4,90.0,2,4,105000,41.2799769,69.3049768
Mirzo Ulugbek,3,95.0,5,5,50000,41.3427418,69.3875774
Yakkasaroy,3,88.0,5,5,45500,41.2765672,69.2460335
Yakkasaroy,3,80.0,4,5,56000,41.2673079,69.2415634
Shayhontohur,1,43.0,2,4,37500,41.327974,69.2611824
Shayhontohur,2,58.0,2,4,47700,41.327974,69.2611824
Mirzo Ulugbek,3,73.0,6,8,68000,41.3133669,69.3235746
Mirzo Ulugbek,3,56.0,5,5,47000,41.324026,69.326185
Mirzo Ulugbek,4,80.0,4,4,27500,41.3292204,69.3473509
Mirobod,4,185.0,4,8,168000,41.2910722,69.2769129
Shayhontohur,3,70.0,6,7,60000,41.3221852,69.2616787
Yakkasaroy,1,39.0,2,5,26700,41.2673079,69.2415634
Yashnobod,3,100.0,2,8,80000,41.3146381,69.3228615
Yangihayot,3,70.0,3,9,61900,41.210633,69.2281531
Yakkasaroy,3,80.0,4,5,56000,41.2673079,69.2415634
Shayhontohur,4,140.0,4,7,126000,41.3199434,69.2540609
Yunusobod,1,43.0,2,5,62000,41.3700057,69.2892434
Uchtepa,1,33.0,1,4,23000,41.2787231,69.2061662
Yunusobod,4,106.0,6,9,74000,41.369675,69.293694
Mirzo Ulugbek,3,84.0,7,8,85000,41.3133669,69.3235746
Yakkasaroy,2,57.0,3,4,54000,41.295209,69.2674405
Yakkasaroy,2,62.0,6,9,55000,41.295209,69.2674405
Shayhontohur,3,70.0,4,4,62000,41.3057929,69.2365238
Uchtepa,3,65.0,4,4,34200,41.2879715,69.1692951
Olmzor,3,120.0,2,5,95000,41.3408342,69.2060118
Yakkasaroy,4,120.0,1,4,135000,41.2765672,69.2460335
Shayhontohur,2,58.0,2,4,48000,41.3242925,69.2505036
Yunusobod,4,82.0,4,4,59000,41.3298867,69.2803036
Yashnobod,2,43.0,1,4,29500,41.2922516,69.3419071
Mirzo Ulugbek,2,75.0,6,9,65000,41.314662,69.293391
Yashnobod,2,59.0,6,8,36000,41.3146381,69.3228615
Mirzo Ulugbek,1,35.0,3,4,28000,41.3292204,69.3473509
Mirobod,3,77.6,4,5,65000,41.2991561,69.2785087
Mirobod,4,184.0,2,7,305000,41.2963881,69.276825
Yakkasaroy,4,90.0,3,4,90000,41.2880568,69.2472209
Mirzo Ulugbek,4,190.0,3,8,365000,41.3239567,69.2232092
Yakkasaroy,5,109.0,3,5,80000,41.2673079,69.2415634
Chilonzor,4,80.0,3,5,45000,41.2628493,69.1986802
Mirzo Ulugbek,3,80.0,6,7,75000,41.3133669,69.3235746
Yunusobod,2,50.0,3,4,38500,41.3776023,69.3041431
Yunusobod,4,100.0,6,9,82000,41.369675,69.293694
Uchtepa,3,68.0,5,5,36200,41.2771751,69.1789807
Chilonzor,3,78.0,5,9,50000,41.259418,69.1804708
Chilonzor,4,105.0,6,9,60000,41.2773103,69.2152083
Olmzor,2,59.31,1,7,40000,41.3408681,69.2475767
Yunusobod,2,50.0,1,4,43000,41.3507755,69.2873919
Mirzo Ulugbek,3,100.0,13,25,125000,41.322142,69.303611
Mirzo Ulugbek,4,110.0,4,9,60000,41.3292204,69.3473509
Mirzo Ulugbek,2,50.0,3,4,42500,41.3375577,69.3726789
Yashnobod,3,90.0,4,7,90000,41.286283,69.3235123
Mirobod,4,151.0,2,8,385000,41.2758912,69.2937133
Yashnobod,1,39.0,2,4,24000,41.3701094,69.2660649
Yashnobod,2,57.0,1,6,28500,41.2694532,69.3531692
Mirzo Ulugbek,5,140.0,3,8,98000,41.2984421,69.3456065
Shayhontohur,2,56.14,3,4,40000,41.3162377,69.2312263
Mirzo Ulugbek,3,83.0,2,8,77000,41.3133669,69.3235746
Yashnobod,3,86.0,4,9,90000,41.3146381,69.3228615
Mirzo Ulugbek,3,84.0,7,8,80000,41.3292204,69.3473509
Yashnobod,1,27.0,1,3,22500,41.3146381,69.3228615
Yashnobod,2,63.0,8,9,42000,41.3146381,69.3228615
Mirzo Ulugbek,3,75.0,6,9,80000,41.3094573,69.2920884
Mirzo Ulugbek,2,45.0,4,4,36000,41.3312004,69.3092476
Mirzo Ulugbek,1,40.0,4,4,35000,41.3375577,69.3726789
Yakkasaroy,3,73.0,2,10,82000,41.2784172,69.2711001
Mirobod,3,75.0,6,9,110000,41.3086111,69.2691667
Mirzo Ulugbek,4,190.0,3,8,365000,41.3239567,69.2232092
Mirzo Ulugbek,3,80.0,3,4,120000,41.3104865,69.2922234
Yunusobod,1,50.0,7,9,39000,41.3245206,69.2773236
Mirzo Ulugbek,3,95.0,5,18,67000,41.3173835,69.2948592
Mirobod,3,100.0,5,9,110000,41.2991561,69.2785087
Yunusobod,3,75.0,3,4,73000,41.3298867,69.2803036
Mirobod,2,65.0,3,9,78000,41.2968147,69.268476
Yunusobod,2,55.0,1,9,43000,41.3700057,69.2892434
Yakkasaroy,3,72.0,3,4,45000,41.2673079,69.2415634
Yashnobod,2,58.8,5,5,28000,41.294821,69.3659745
Mirobod,2,63.0,2,6,89000,41.2910722,69.2769129
Shayhontohur,2,65.0,3,4,56500,41.3267124,69.2601886
Yakkasaroy,3,93.0,4,4,65000,41.2638329,69.2254764
Mirobod,4,120.0,1,4,135000,41.2910722,69.2769129
Shayhontohur,6,268.0,1,3,260000,41.329543,69.188987
Yakkasaroy,1,38.0,2,5,26700,41.2673079,69.2415634
Chilonzor,2,42.0,1,4,42900,41.2857552,69.2117625
Mirobod,5,225.0,5,8,350000,41.2991561,69.2785087
Yunusobod,2,62.0,1,4,40000,41.3707855,69.3190425
Uchtepa,2,49.0,4,4,30000,41.2815959,69.1806212
Sergeli,2,56.2,4,5,29500,41.2167651,69.2415634
Chilonzor,2,46.0,4,5,26500,41.2798237,69.2058023
Mirzo Ulugbek,4,157.0,5,9,201493,41.3163152,69.3020656
Chilonzor,2,55.0,4,5,54000,41.2885649,69.2290098
Yashnobod,1,34.0,4,5,18000,41.2778157,69.3512693
Shayhontohur,2,62.0,4,8,62000,41.3289182,69.2527386
Shayhontohur,3,70.0,4,4,45000,41.3378221,69.1819609
Yakkasaroy,1,26.0,1,4,30000,41.2820131,69.2431373
Mirzo Ulugbek,3,115.0,2,9,115000,41.319256,69.3273749
Mirobod,3,75.0,3,4,71000,41.2910722,69.2769129
Mirzo Ulugbek,3,78.0,2,5,60000,41.3326551,69.3689542
Yunusobod,2,81.0,9,9,55000,41.369675,69.293694
Mirzo Ulugbek,4,92.0,2,5,60000,41.3475495,69.3875774
Mirzo Ulugbek,3,75.0,7,9,39500,41.3326551,69.3689542
Yakkasaroy,2,53.0,3,4,51000,41.2911414,69.2601933
Olmzor,5,97.0,3,4,60000,41.2807837,69.223683
Sergeli,3,80.0,8,9,41000,41.246917,69.2899884
Chilonzor,2,48.0,1,4,34500,41.28106,69.2222403
Mirobod,3,65.0,2,2,32500,41.2759614,69.2953473
Chilonzor,2,58.0,1,9,39500,41.2948119,69.2087824
Chilonzor,3,68.0,5,5,34500,41.2829494,69.1968618
Chilonzor,3,65.0,1,4,54000,41.2798237,69.2058023
Chilonzor,3,70.0,2,4,46000,41.2857552,69.2117625
Chilonzor,1,26.0,1,4,28000,41.2773103,69.2152083
Chilonzor,2,65.0,1,9,41000,41.2729489,69.1916465
Uchtepa,2,56.0,3,5,33000,41.290141,69.1871763
Chilonzor,2,56.0,2,4,39500,41.2916859,69.2177228
Chilonzor,2,50.0,3,5,35500,41.274633,69.200587
Chilonzor,2,68.0,4,5,38000,41.259418,69.1804708
Chilonzor,1,30.0,2,5,26000,41.2753331,69.2052868
Chilonzor,1,36.0,2,4,29500,41.2798237,69.2058023
Chilonzor,1,42.0,4,4,25500,41.259418,69.1804708
Chilonzor,1,46.0,2,4,29500,41.259418,69.1804708
Uchtepa,3,70.0,6,16,42000,41.2953086,69.182706
Chilonzor,4,75.8,3,5,58000,41.2773103,69.2152083
Chilonzor,1,34.0,1,4,27000,41.271386,69.1961168
Chilonzor,1,30.0,2,4,25200,41.2807837,69.223683
Yakkasaroy,1,38.0,2,5,26700,41.2673079,69.2415634
Chilonzor,2,50.0,1,4,38000,41.274633,69.200587
Chilonzor,1,32.0,2,4,26000,41.259418,69.1804708
Yashnobod,2,62.0,2,7,55000,41.3090182,69.2870704
Chilonzor,3,70.0,3,4,48000,41.259418,69.1804708
Yakkasaroy,3,260.0,1,6,235000,41.2638329,69.2254764
Chilonzor,3,72.0,1,4,47500,41.271386,69.1961168
Uchtepa,2,55.0,2,4,35000,41.2867929,69.1789807
Chilonzor,1,30.0,2,4,26000,41.2919198,69.2109705
Chilonzor,2,60.0,4,4,33500,41.260048,69.162198
Chilonzor,1,32.0,3,4,25000,41.2882297,69.2009595
Mirzo Ulugbek,1,30.0,3,4,22000,41.34507,69.3453112
Mirzo Ulugbek,1,30.0,1,4,22500,41.3292204,69.3473509
Mirzo Ulugbek,2,45.0,1,4,35000,41.3576548,69.3675816
Yashnobod,2,40.0,1,4,28000,41.309332,69.3155672
Uchtepa,2,43.0,1,5,30500,41.2814223,69.1760005
Yunusobod,3,75.0,3,4,73000,41.3197131,69.2773236
Mirzo Ulugbek,1,50.0,4,18,60000,41.3209122,69.303727
Yashnobod,2,51.0,4,6,27000,41.286283,69.3235123
Uchtepa,4,68.0,5,5,40000,41.2815959,69.1806212
Yunusobod,4,90.0,2,4,77000,41.3507755,69.2873919
Yashnobod,4,100.0,5,5,43000,41.2994958,69.2400734
Chilonzor,1,27.0,1,4,28500,41.2807837,69.223683
Sergeli,4,98.0,2,9,41000,41.1917977,69.2080374
Chilonzor,1,39.0,3,4,26000,41.2882297,69.2009595
Sergeli,1,48.0,4,5,27000,41.2135863,69.2257684
Shayhontohur,1,42.0,2,12,41200,41.3272955,69.24811
Mirobod,2,48.0,1,4,40000,41.2854202,69.2631768
Chilonzor,2,48.0,2,4,34000,41.2894422,69.2058023
Yashnobod,2,36.0,3,4,21000,41.3143203,69.2904293
Mirzo Ulugbek,2,50.0,5,8,29000,41.3133669,69.3235746
Uchtepa,1,35.0,4,4,26500,41.2729489,69.1916465
Mirobod,5,120.0,5,9,85000,41.295316,69.275364
Yakkasaroy,1,38.0,2,5,26700,41.2673079,69.2415634
Yunusobod,1,43.0,2,5,62000,41.3197131,69.2773236
Mirobod,5,225.0,1,5,215000,41.2758912,69.2937133
Shayhontohur,2,70.0,3,7,59000,41.3221852,69.2616787
Uchtepa,3,61.0,3,4,42000,41.287777,69.1654767
Chilonzor,2,51.0,1,4,33000,41.2657122,69.1819609
Mirzo Ulugbek,3,75.0,8,9,51000,41.3292204,69.3473509
Mirzo Ulugbek,4,140.0,1,4,110000,41.3104865,69.2922234
Yunusobod,2,60.0,1,4,60000,41.3700057,69.2892434
Shayhontohur,2,84.0,3,4,73000,41.3187089,69.2303882
Yashnobod,2,46.0,1,1,27000,41.2922516,69.3419071
Yashnobod,3,77.0,5,7,80000,41.3090182,69.2870704
Mirobod,5,120.0,7,9,108000,41.2910722,69.2769129
Mirzo Ulugbek,3,78.0,3,5,52991,41.3380839,69.3789461
Mirzo Ulugbek,2,60.0,5,5,35000,41.3380839,69.3789461
Mirzo Ulugbek,4,78.0,4,5,63000,41.314662,69.293391
Mirobod,4,120.0,1,5,135000,41.2910722,69.2769129
Yakkasaroy,2,53.0,5,8,43500,41.2818558,69.2552666
Yashnobod,3,75.0,4,9,63000,41.286283,69.3235123
Mirzo Ulugbek,1,33.0,2,4,24000,41.3606566,69.3548004
Mirzo Ulugbek,3,107.0,4,7,87000,41.3133669,69.3235746
Mirzo Ulugbek,4,100.0,3,4,95000,41.3194846,69.3014547
Mirzo Ulugbek,3,95.0,7,10,140000,41.3209122,69.303727
Mirzo Ulugbek,4,90.0,3,4,73000,41.3312004,69.3092476
Mirzo Ulugbek,5,110.0,5,5,50000,41.3380839,69.3789461
Chilonzor,1,16.7,3,4,27000,41.2985011,69.20291280000001
Yashnobod,3,72.0,7,8,52000,41.3146381,69.3228615
Mirobod,3,75.0,6,9,57500,41.239092,69.331719
Yakkasaroy,3,105.0,4,9,150000,41.2787427,69.2691785
Mirzo Ulugbek,3,70.0,8,9,65000,41.3133669,69.3235746
Bektemir,3,58.0,6,9,28000,41.294871,69.2708495
Mirzo Ulugbek,3,70.0,1,5,57000,41.314662,69.293391
Mirzo Ulugbek,2,47.0,3,5,30000,41.354643,69.363559
Mirobod,4,185.0,4,6,350000,41.2963881,69.276825
Yunusobod,3,74.0,3,4,63000,41.3653679,69.2773236
Olmzor,3,70.0,4,4,37500,41.3621443,69.1931366
Chilonzor,2,51.0,2,4,34800,41.2829494,69.1968618
Mirzo Ulugbek,2,68.0,4,4,45000,41.3318205,69.3644846
Yunusobod,2,50.0,3,4,36500,41.3716355,69.2691287
Olmzor,3,117.0,3,6,84000,41.3461242,69.2037311
Yunusobod,3,80.0,2,5,53000,41.3587493,69.2996732
Mirobod,3,65.0,4,4,57000,41.2758912,69.2937133
Mirobod,5,120.0,7,9,108000,41.2910722,69.2769129
Yashnobod,4,89.0,6,9,51000,41.294821,69.3659745
Mirzo Ulugbek,2,66.4,2,8,55000,41.3466485,69.3328133
Olmzor,3,183.0,3,4,90000,41.3595375,69.1926482
Yakkasaroy,1,44.0,2,9,27000,41.2697288,69.2512486
Chilonzor,2,55.0,1,4,41000,41.2914153,69.223963
Chilonzor,1,30.0,4,5,27000,41.2948119,69.2087824
Sergeli,4,110.0,8,9,55000,41.218274,69.2624237
Shayhontohur,4,100.0,5,9,73000,41.3160468,69.2412509
Shayhontohur,2,55.0,4,9,33000,41.3275402,69.2102725
Yunusobod,3,70.0,8,9,57000,41.3245206,69.2773236
Mirzo Ulugbek,2,58.0,4,5,34500,41.3375577,69.3726789
Mirzo Ulugbek,2,65.0,4,4,63000,41.3292204,69.3473509
Yunusobod,3,68.0,4,4,37500,41.3716355,69.2691287
Yakkasaroy,3,70.0,6,8,82000,41.3248901,69.2972856
Yashnobod,2,84.0,5,6,33600,41.3057763,69.309823
Mirzo Ulugbek,3,113.0,5,8,56900,41.3466485,69.3328133
Yashnobod,3,87.0,4,6,34800,41.2694532,69.3531692
Yunusobod,6,137.0,6,9,89050,41.3614404,69.300675
Yunusobod,4,79.0,2,4,55000,41.362437,69.2909975
Yakkasaroy,4,90.0,3,4,90000,41.3011918,69.2636285
Mirzo Ulugbek,3,75.0,5,9,63000,41.3200874,69.3013967
Yunusobod,5,215.0,4,9,161000,41.3245206,69.2773236
Mirzo Ulugbek,2,60.0,3,5,32000,41.3475495,69.3875774
Mirzo Ulugbek,3,72.0,4,4,41000,41.354643,69.363559
Mirzo Ulugbek,1,35.0,1,4,24500,41.320031,69.319348
Mirzo Ulugbek,3,66.0,4,5,41500,41.3215876,69.3230626
Yunusobod,3,67.0,3,4,57000,41.3587493,69.2996732
Shayhontohur,4,110.0,12,12,68000,41.3162377,69.2312263
Mirzo Ulugbek,3,75.0,5,9,41500,41.3169199,69.3279791
Mirzo Ulugbek,4,100.0,1,4,87000,41.3104865,69.2922234
Mirzo Ulugbek,3,75.0,7,9,39500,41.3326551,69.3689542
Uchtepa,3,80.0,3,12,47500,41.2978921,69.1804708
Mirzo Ulugbek,3,94.0,2,5,67000,41.3318205,69.3644846
Olmzor,2,74.0,4,9,41500,41.3376966,69.243806
Mirzo Ulugbek,3,85.0,1,4,110000,41.3104865,69.2922234
Chilonzor,4,130.0,3,8,210000,41.2773103,69.2152083
Mirzo Ulugbek,3,65.0,4,5,42000,41.3215876,69.3230626
Yashnobod,3,75.0,5,9,41500,41.3123276,69.3159192
Chilonzor,1,35.0,2,4,27000,41.2773103,69.2152083
Mirzo Ulugbek,3,75.0,7,9,39500,41.3326551,69.3689542
Yashnobod,3,75.41,10,10,35000,41.2966518,69.3418087
Mirzo Ulugbek,1,40.0,3,3,30500,41.2984421,69.3456065
Mirzo Ulugbek,2,72.0,18,19,55000,41.3180348,69.2942247
Uchtepa,4,88.0,4,5,47500,41.2978921,69.1804708
Mirobod,1,28.0,2,4,25500,41.2671043,69.3139155
Chilonzor,1,28.0,1,4,29500,41.2857552,69.2117625
Chilonzor,2,55.0,1,4,41000,41.2914153,69.223963
Uchtepa,3,80.0,4,5,44000,41.2771751,69.1789807
Mirobod,6,160.0,4,9,130000,41.2983828,69.2730715
Yashnobod,2,49.0,2,2,25000,41.2994958,69.2400734
Mirobod,2,62.0,4,4,53000,41.2991561,69.2785087
Yashnobod,1,20.0,3,4,12800,41.273215,69.3099734
Yunusobod,3,60.0,3,3,70000,41.3197131,69.2773236
Chilonzor,5,130.0,2,9,110000,41.3102239,69.2411909
Yakkasaroy,3,80.0,10,16,70000,41.2765672,69.2460335
Yunusobod,3,78.0,1,5,56000,41.3750315,69.3160626
Yakkasaroy,5,109.0,3,5,80000,41.2673079,69.2415634
Olmzor,2,78.0,9,9,40500,41.331895,69.250422
Chilonzor,2,48.0,1,4,39000,41.2990269,69.191274
Olmzor,1,30.5,9,9,21500,41.331895,69.250422
Yakkasaroy,3,72.0,3,5,97500,41.2911414,69.2601933
Shayhontohur,3,85.0,2,9,52000,41.3378221,69.1819609
Mirzo Ulugbek,2,56.89,2,5,48000,41.3292204,69.3473509
Chilonzor,1,35.0,1,4,28800,41.2889954,69.2064303
Yunusobod,1,45.0,5,5,24200,41.3753451,69.2798373
Mirobod,3,128.0,6,12,89000,41.2910722,69.2769129
Chilonzor,1,32.0,3,5,28500,41.2847707,69.2288981
Yunusobod,2,50.0,3,4,31000,41.3683947,69.2646587
Uchtepa,4,93.0,4,4,77000,41.2902787,69.1839655
Uchtepa,3,79.0,3,4,67000,41.2902787,69.1839655
Shayhontohur,3,78.0,4,4,48000,41.343321,69.165259
Mirzo Ulugbek,3,100.0,6,7,75000,41.3133669,69.3235746
Shayhontohur,4,125.0,1,5,118000,41.3451812,69.1700401
Yunusobod,4,138.0,2,4,84000,41.3587493,69.2996732
Yakkasaroy,3,65.0,4,5,59500,41.2818558,69.2552666
Shayhontohur,3,88.0,2,5,100000,41.3451812,69.1700401
Yunusobod,3,80.0,2,7,90000,41.369675,69.293694
Yakkasaroy,5,182.0,7,8,160000,41.2911414,69.2601933
Yunusobod,3,78.0,2,5,52500,41.369675,69.293694
Yunusobod,4,86.0,3,4,48000,41.3716355,69.2691287
Yunusobod,2,53.0,4,4,31500,41.3716355,69.2691287
Mirobod,3,72.0,3,9,52000,41.2962915,69.2844476
Yunusobod,2,50.0,3,4,34000,41.3776023,69.3041431
Shayhontohur,4,84.0,4,4,79000,41.2877746,69.2612589
Chilonzor,2,40.0,3,4,33800,41.2855934,69.223683
Mirzo Ulugbek,1,45.0,2,4,50000,41.3104865,69.2922234
Sergeli,4,84.0,7,9,70000,41.2215302,69.2084214
Chilonzor,3,70.0,2,4,46000,41.2606228,69.1638237
Shayhontohur,3,67.0,1,5,52000,41.3275402,69.2102725
Sergeli,1,38.0,1,5,23000,41.2478256,69.3016243
Yunusobod,1,31.0,2,4,23000,41.341492,69.2916824
Olmzor,1,41.0,4,4,22600,41.2847707,69.2288981
Olmzor,2,94.0,3,5,47000,41.3589705,69.2177228
Yunusobod,2,57.0,4,4,36000,41.3700057,69.2892434
Yashnobod,4,76.12,2,4,50000,41.2922516,69.3419071
Sergeli,3,78.0,2,9,47000,41.2221938,69.2138028
Sergeli,3,80.0,5,9,53000,41.2221938,69.2138028
Yunusobod,3,85.0,1,9,85000,41.337706,69.284744
Yunusobod,1,23.7,4,4,18000,41.3587493,69.2996732
Yunusobod,4,96.0,2,5,53000,41.3750315,69.3160626
Yashnobod,2,40.0,2,4,20000,41.3202859,69.5320824
Chilonzor,4,94.0,4,5,69999,41.2894422,69.2058023
Mirzo Ulugbek,2,61.0,2,5,33500,41.3475495,69.3875774
Mirzo Ulugbek,2,55.0,6,9,33500,41.3542045,69.3845977
Mirzo Ulugbek,2,69.0,12,12,33000,41.3163874,69.3102822
Mirzo Ulugbek,2,64.0,3,9,53500,41.3200874,69.3013967
Shayhontohur,3,72.0,4,4,42000,41.3451812,69.1700401
Chilonzor,2,63.0,3,9,32000,41.271386,69.1961168
Mirzo Ulugbek,2,140.0,1,8,70000,41.3254873,69.3683508
Yunusobod,7,190.0,1,3,72000,41.340598,69.269586
Yakkasaroy,1,45.0,3,4,41000,41.3050864,69.260746
Chilonzor,2,63.0,3,9,32000,41.271386,69.1961168
Mirzo Ulugbek,2,55.0,4,4,32000,41.3542045,69.3845977
Chilonzor,3,78.0,7,9,55000,41.271386,69.1961168
Mirobod,3,105.0,2,8,170000,41.2975234,69.2807015
Yunusobod,4,100.0,1,9,87000,41.3804352,69.2840285
Shayhontohur,3,70.0,8,9,46000,41.3242925,69.2505036
Chilonzor,4,105.0,6,9,63000,41.271386,69.1961168
Mirzo Ulugbek,2,60.0,4,4,31500,41.319567,69.3246635
Mirobod,3,110.0,4,8,120000,41.2963881,69.276825
Yunusobod,2,60.0,2,9,45000,41.3700057,69.2892434
Yakkasaroy,2,60.0,5,9,47000,41.2966126,69.2389163
Yakkasaroy,3,103.0,1,9,145000,41.2834892,69.2665263
Uchtepa,4,80.0,2,5,82000,41.2904325,69.1811302
Mirobod,2,62.0,2,9,57000,41.2991561,69.2785087
Chilonzor,1,30.0,3,4,27500,41.2782761,69.2253766
Chilonzor,1,30.0,3,4,27500,41.2782761,69.2253766
Yunusobod,4,100.0,7,9,65000,41.3653679,69.2773236
Mirobod,4,107.0,8,9,105000,41.295316,69.275364
