district,rooms,size,level,max_levels,price,lat,lng
Yunusobod,2,78.0,1,9,34000,41.3692799,69.2981832
Yakkasaroy,2,62.0,8,9,42000,41.2818558,69.2552666
Yunusobod,2,50.0,4,4,34000,41.3683947,69.2646587
Yunusobod,2,60.0,4,4,34000,41.374408,69.2771853
Yunusobod,2,60.0,3,4,34500,41.3716355,69.2691287
Yunusobod,2,78.0,1,9,33998,41.3692799,69.2981832
Yunusobod,2,50.0,4,4,34000,41.3683947,69.2646587
Yunusobod,2,60.0,4,4,34000,41.374408,69.2771853
Yashnobod,3,75.0,5,9,64700,41.3052221,69.2898134
Yunusobod,4,82.0,1,4,85500,41.3197131,69.2773236
Chilonzor,1,36.0,1,5,25500,41.259418,69.1804708
Chilonzor,1,36.0,2,5,28500,41.2857552,69.2117625
Chilonzor,1,42.0,4,4,28000,41.259418,69.1804708
Chilonzor,1,46.0,2,5,31500,41.259418,69.1804708
Chilonzor,2,50.0,1,5,36000,41.259418,69.1804708
Yakkasaroy,3,75.0,5,9,55000,41.2774311,69.2409026
Chilonzor,3,75.0,9,9,60000,41.2881302,69.1880751
Yunusobod,2,64.0,5,9,37000,41.3587493,69.2996732
Yakkasaroy,2,60.0,4,9,47000,41.3050864,69.260746
Yunusobod,4,90.0,4,4,53000,41.3298867,69.2803036
Mirzo Ulugbek,4,86.0,3,5,50000,41.3520511,69.3425087
Mirzo Ulugbek,3,72.0,1,4,46000,41.347516,69.3396301
Uchtepa,5,105.0,7,9,85000,41.2978921,69.1804708
Yakkasaroy,1,34.0,2,4,29000,41.2865169,69.240584
Mirzo Ulugbek,1,28.0,1,4,21500,41.339688,69.340163
Chilonzor,2,47.0,4,4,35500,41.2885649,69.2290098
Chilonzor,2,42.0,1,4,39600,41.2855934,69.223683
Chilonzor,3,110.0,2,8,160000,41.2885649,69.2290098
Mirobod,1,40.0,2,9,42000,41.2907835,69.2361597
Chilonzor,2,50.0,4,4,40500,41.2807837,69.223683
Chilonzor,1,29.0,4,4,24500,41.2855934,69.223683
Chilonzor,2,42.0,4,4,34000,41.2855934,69.223683
Chilonzor,2,42.0,3,4,36999,41.2855934,69.223683
Chilonzor,3,65.0,4,5,30000,41.2967186,69.2201916
Yunusobod,3,65.0,3,5,45000,41.3802576,69.3696992
Chilonzor,2,45.0,3,5,26000,41.2855934,69.223683
Mirzo Ulugbek,4,90.0,3,4,133000,41.3104865,69.2922234
Mirzo Ulugbek,4,86.0,4,5,60000,41.3422244,69.3607584
Mirzo Ulugbek,2,40.0,4,4,34000,41.3293043,69.3365491
Chilonzor,1,35.0,2,4,20000,41.2855934,69.223683
Olmzor,5,100.0,1,4,71000,41.3589705,69.2177228
Yakkasaroy,2,78.0,4,8,100000,41.2911414,69.2601933
Yakkasaroy,1,20.0,2,4,14500,41.2844088,69.2442985
Olmzor,2,40.0,3,4,27500,41.357531,69.2356033
Shayhontohur,3,75.0,2,4,55000,41.3267124,69.2601886
Mirobod,3,90.0,7,9,92000,41.2855152,69.2761613
Mirzo Ulugbek,2,137.0,2,6,125000,41.3200874,69.3013967
Mirobod,4,152.0,4,9,140000,41.295316,69.275364
Mirobod,3,90.0,3,5,105000,41.2910722,69.2769129
Yakkasaroy,2,55.0,3,4,41000,41.2911414,69.2601933
Mirzo Ulugbek,3,90.0,2,9,51000,41.3292204,69.3473509
Chilonzor,2,48.0,3,4,43000,41.2912965,69.2232563
Mirzo Ulugbek,3,78.0,5,5,39000,41.3292204,69.3473509
Yakkasaroy,1,38.0,2,5,25600,41.2673079,69.2415634
Chilonzor,3,70.0,3,5,68000,41.2753331,69.2052868
Mirzo Ulugbek,2,50.0,1,4,30000,41.3606566,69.3548004
Chilonzor,2,55.0,4,4,39000,41.2807837,69.223683
Chilonzor,4,90.0,5,9,50000,41.260048,69.162198
Chilonzor,1,37.0,1,4,25500,41.2807837,69.223683
Mirzo Ulugbek,3,80.0,3,4,120000,41.3104865,69.2922234
Chilonzor,4,105.0,7,9,95000,41.2753331,69.2052868
Uchtepa,1,45.0,5,9,27000,41.3178861,69.1566894
Chilonzor,2,42.0,1,4,36800,41.2807837,69.223683
Mirzo Ulugbek,2,40.0,1,3,26000,41.3245562,69.3239168
Chilonzor,1,29.0,2,4,24200,41.2807837,69.223683
Uchtepa,3,72.0,5,5,45000,41.2978921,69.1804708
Mirzo Ulugbek,2,40.0,5,5,31500,41.3104865,69.2922234
Yunusobod,3,78.0,4,4,55000,41.3245206,69.2773236
Chilonzor,3,70.0,4,5,32000,41.2807837,69.223683
Chilonzor,3,74.0,5,9,74000,41.2948119,69.2087824
Chilonzor,2,55.0,3,4,26000,41.3212016,69.2174899
Mirzo Ulugbek,2,60.0,6,9,34000,41.3292204,69.3473509
Yakkasaroy,1,33.0,2,4,22000,41.2668342,69.2533368
Mirzo Ulugbek,2,60.0,1,5,46000,41.3475495,69.3875774
Mirzo Ulugbek,2,58.0,2,9,42000,41.3292204,69.3473509
Chilonzor,3,68.0,2,4,61000,41.2885649,69.2290098
Chilonzor,3,67.0,2,4,47000,41.259418,69.1804708
Mirzo Ulugbek,2,77.0,4,4,65000,41.3310735,69.3331577
Olmzor,2,50.0,2,4,30000,41.2807837,69.223683
Yangihayot,2,57.0,3,7,35000,41.2994958,69.2400734
Mirzo Ulugbek,3,70.0,4,4,44998,41.319567,69.3246635
Yunusobod,2,60.0,7,9,35000,41.374408,69.2771853
Yunusobod,2,57.0,4,9,36000,41.3653679,69.2773236
Yunusobod,2,57.0,4,9,35999,41.3653679,69.2773236
Yunusobod,2,58.0,2,5,36500,41.3804352,69.2840285
Yunusobod,2,68.0,9,9,36500,41.3653679,69.2773236
Mirzo Ulugbek,3,70.0,5,5,47000,41.322142,69.303611
Mirzo Ulugbek,3,97.0,9,9,55290,41.324026,69.326185
Mirzo Ulugbek,2,67.0,9,9,38190,41.3317732,69.324458
Mirzo Ulugbek,2,56.0,3,5,32000,41.3475495,69.3875774
Uchtepa,2,42.0,4,5,28500,41.2953086,69.182706
Mirzo Ulugbek,2,60.0,8,9,40000,41.3375577,69.3726789
Yakkasaroy,2,86.0,6,8,75000,41.2765672,69.2460335
Chilonzor,1,30.0,2,4,20200,41.2729489,69.1916465
Chilonzor,2,51.0,2,4,23200,41.271386,69.1961168
Shayhontohur,3,90.0,4,9,105000,41.3289182,69.2527386
Uchtepa,1,30.0,2,4,20200,41.281265,69.1879213
Chilonzor,2,51.0,3,5,24200,41.259418,69.1804708
Chilonzor,3,64.0,2,5,35200,41.2901628,69.1968618
Chilonzor,2,51.0,2,4,25200,41.2710841,69.1849411
Chilonzor,1,30.0,2,4,22200,41.259418,69.1804708
Chilonzor,2,51.0,3,4,26200,41.271386,69.1961168
Yunusobod,2,50.0,3,4,36500,41.3692799,69.2981832
Yashnobod,2,66.0,1,5,28000,41.2778157,69.3512693
Yunusobod,2,56.0,4,4,37000,41.3692799,69.2981832
Yunusobod,2,57.0,3,9,37000,41.3709551,69.307123
Yashnobod,1,40.0,5,8,13700,41.2785565,69.3415733
Yunusobod,2,71.0,4,5,38000,41.3750315,69.3160626
Yunusobod,2,58.0,3,5,38000,41.374408,69.2771853
Olmzor,4,125.0,1,3,80000,41.3645355,69.2281531
Mirobod,2,40.0,1,1,22500,41.2934028,69.2900702
Yakkasaroy,2,60.0,4,4,45500,41.2876117,69.2454228
Mirzo Ulugbek,4,92.0,4,5,52000,41.3292204,69.3473509
Yunusobod,2,54.0,1,4,38500,41.3700057,69.2892434
Mirzo Ulugbek,4,91.0,3,5,50000,41.3292204,69.3473509
Yashnobod,1,21.0,3,4,14700,41.2922516,69.3419071
Uchtepa,3,72.0,1,9,44300,41.2978921,69.1804708
Yunusobod,2,48.0,3,4,38999,41.3707855,69.3190425
Shayhontohur,3,104.0,3,9,60000,41.304453,69.2349547
Yashnobod,2,65.0,6,9,53000,41.2942588,69.3216088
Yashnobod,2,65.0,5,5,64999,41.2922516,69.3419071
Mirzo Ulugbek,2,62.0,5,5,36500,41.3375577,69.3726789
Mirzo Ulugbek,2,50.0,5,5,35000,41.3104865,69.2922234
Olmzor,4,86.0,5,5,55000,41.3361857,69.2179253
Yunusobod,2,50.0,4,4,33500,41.3700057,69.2892434
Mirzo Ulugbek,2,56.0,2,4,37000,41.3171406,69.2892434
Yakkasaroy,4,180.0,8,8,235000,41.2845992,69.266246
Mirzo Ulugbek,2,60.0,2,5,38200,41.3375577,69.3726789
Chilonzor,3,84.0,2,5,46000,41.2661878,69.2188229
Mirzo Ulugbek,2,62.0,4,4,38500,41.3318205,69.3644846
Yunusobod,2,56.0,4,5,39000,41.3750315,69.3160626
Yangihayot,4,96.0,9,9,34500,41.1993034,69.2095274
Yunusobod,2,63.0,2,5,39999,41.3615759,69.2747161
Uchtepa,5,109.0,7,9,65000,41.2867929,69.1789807
Mirzo Ulugbek,3,100.0,2,5,128000,41.3019672,69.283656
Yunusobod,2,49.0,1,4,40000,41.3700057,69.2892434
Uchtepa,2,47.0,4,4,30500,41.2924208,69.1737654
Mirobod,3,90.0,6,9,87000,41.2983828,69.2730715
Yakkasaroy,4,95.0,4,4,79500,41.2818558,69.2552666
Chilonzor,4,100.0,7,9,65000,41.2657122,69.1819609
Yunusobod,2,50.0,1,4,41000,41.3700057,69.2892434
Uchtepa,3,80.0,3,5,60000,41.2953086,69.182706
Yunusobod,3,82.0,4,4,42000,41.3707855,69.3190425
Uchtepa,2,52.0,5,5,30000,41.2953086,69.182706
Yakkasaroy,2,55.0,2,4,65000,41.2683685,69.2352546
Uchtepa,4,80.0,5,5,62000,41.2729489,69.1916465
Chilonzor,3,57.0,1,4,44000,41.2894422,69.2058023
Chilonzor,2,50.0,6,8,38999,41.2894422,69.2058023
Uchtepa,2,59.0,9,9,27000,41.3178861,69.1566894
Yashnobod,2,60.0,1,6,30000,41.2694532,69.3531692
Mirzo Ulugbek,5,140.0,3,8,98000,41.3169199,69.3279791
Mirobod,4,164.0,3,7,120000,41.2758912,69.2937133
Mirzo Ulugbek,5,135.0,1,9,82000,41.3351702,69.3688617
Shayhontohur,3,75.0,8,9,49000,41.3289182,69.2527386
Mirzo Ulugbek,3,70.0,4,5,45000,41.322142,69.303611
Chilonzor,3,70.0,5,5,41000,41.260048,69.162198
Mirobod,2,52.0,2,4,50000,41.2758912,69.2937133
Mirzo Ulugbek,2,50.0,4,4,28700,41.3445193,69.3447348
Chilonzor,3,72.0,6,9,54000,41.262123,69.1647666
Mirzo Ulugbek,2,60.0,6,6,34000,41.3292204,69.3473509
Yunusobod,2,60.0,3,4,41500,41.3716355,69.2691287
Yunusobod,2,60.0,3,4,41500,41.3716355,69.2691287
Chilonzor,3,73.0,4,12,60000,41.259418,69.1804708
Mirobod,2,65.0,4,9,80000,41.2983828,69.2730715
Yunusobod,3,110.0,5,8,335000,41.3197131,69.2773236
Yakkasaroy,3,80.0,2,10,124999,41.2834892,69.2665263
Mirobod,3,120.0,2,7,164500,41.301487,69.2816158
Olmzor,3,75.0,4,9,62000,41.3333453,69.2475235
Mirzo Ulugbek,2,60.0,4,4,34000,41.3292204,69.3473509
Chilonzor,3,72.0,5,9,43000,41.262123,69.1647666
Mirzo Ulugbek,2,62.0,6,9,35500,41.3292204,69.3473509
Mirzo Ulugbek,3,91.0,3,5,51000,41.3292204,69.3473509
Chilonzor,3,72.0,4,4,43000,41.260048,69.162198
Mirzo Ulugbek,3,95.0,5,5,50000,41.3427418,69.3875774
Mirzo Ulugbek,2,43.0,4,4,28500,41.3292204,69.3473509
Mirzo Ulugbek,5,100.0,4,4,48000,41.3550649,69.3585936
Chilonzor,3,90.0,1,9,65000,41.260048,69.162198
Mirzo Ulugbek,2,45.0,1,4,36000,41.3292204,69.3473509
Chilonzor,2,58.0,5,9,43500,41.260048,69.162198
Mirzo Ulugbek,2,60.0,8,9,38000,41.3292204,69.3473509
Uchtepa,3,71.0,2,4,45000,41.2978921,69.1804708
Yakkasaroy,3,80.0,4,5,56000,41.2673079,69.2415634
Chilonzor,2,64.0,3,4,37500,41.260048,69.162198
Mirzo Ulugbek,2,43.0,1,4,30500,41.3550649,69.3585936
Yunusobod,2,50.0,4,4,33500,41.3700057,69.2892434
Mirzo Ulugbek,2,44.0,3,4,31000,41.3550649,69.3585936
Chilonzor,3,78.0,2,9,63000,41.262123,69.1647666
Mirzo Ulugbek,2,55.0,5,5,35000,41.3215876,69.3230626
Yakkasaroy,1,39.0,2,5,26000,41.2673079,69.2415634
Chilonzor,3,70.0,3,4,46000,41.262123,69.1647666
Mirzo Ulugbek,2,50.0,5,5,35000,41.3171406,69.2892434
Yakkasaroy,2,63.0,1,5,41500,41.2673079,69.2415634
Mirzo Ulugbek,2,42.0,2,5,33500,41.3215876,69.3230626
Chilonzor,2,58.0,6,9,28000,41.262123,69.1647666
Yunusobod,2,50.0,2,5,30500,41.3716355,69.2691287
Yashnobod,3,39.11,2,2,31000,41.2994958,69.2400734
Chilonzor,4,96.0,3,9,56000,41.259418,69.1804708
Mirobod,3,75.0,2,6,80000,41.296644,69.275878
Chilonzor,3,94.0,4,4,46000,41.262065,69.2072923
Chilonzor,2,50.0,3,4,44200,41.2773103,69.2152083
Chilonzor,2,52.0,3,4,41500,41.2773103,69.2152083
Olmzor,3,80.0,1,4,80000,41.3408342,69.2060118
Mirzo Ulugbek,4,80.0,5,5,47000,41.354643,69.363559
Mirzo Ulugbek,4,95.0,5,5,46000,41.3475495,69.3875774
Chilonzor,3,65.0,3,4,47000,41.2807837,69.223683
Chilonzor,4,105.0,4,9,90000,41.2753331,69.2052868
Chilonzor,5,157.0,7,9,140000,41.2573956,69.1959189
Mirzo Ulugbek,3,90.0,2,5,44000,41.3475495,69.3875774
Uchtepa,4,100.0,1,4,75000,41.2978921,69.1804708
Chilonzor,3,80.0,9,9,35000,41.256626,69.155375
Yakkasaroy,4,112.0,4,5,146500,41.3042007,69.2601214
Mirobod,4,165.0,2,4,210000,41.2758912,69.2937133
Chilonzor,2,64.0,4,9,40000,41.262123,69.1647666
Uchtepa,3,80.0,10,12,40000,41.2978921,69.1804708
Uchtepa,2,56.0,4,4,31000,41.2978921,69.1804708
Yakkasaroy,3,93.22,5,8,98000,41.2773019,69.2473656
Uchtepa,4,100.0,7,9,54000,41.2978921,69.1804708
Mirzo Ulugbek,2,47.0,4,4,29996,41.3550649,69.3585936
Mirzo Ulugbek,2,60.0,3,5,31000,41.3427418,69.3875774
Shayhontohur,2,47.0,7,9,27000,41.3242925,69.2505036
Uchtepa,4,98.0,1,9,85000,41.2978921,69.1804708
Yunusobod,4,90.0,9,9,62000,41.3454697,69.2865609
Chilonzor,1,33.0,1,4,26800,41.2950648,69.2074731
Chilonzor,1,33.0,3,4,24700,41.2721373,69.1924284
Chilonzor,2,42.0,1,4,37500,41.2830467,69.2222748
Uchtepa,2,40.0,4,5,28000,41.2867929,69.1789807
Shayhontohur,1,41.0,4,6,23542,41.3268984,69.1952565
Mirzo Ulugbek,2,59.0,3,5,43000,41.3292204,69.3473509
Uchtepa,2,42.0,4,5,28500,41.2953086,69.182706
Uchtepa,3,70.0,3,5,59000,41.2978921,69.1804708
Mirzo Ulugbek,2,60.0,6,9,34000,41.3292204,69.3473509
Yunusobod,2,58.0,5,9,42000,41.3692799,69.2981832
Yunusobod,2,62.0,1,4,42000,41.3777696,69.2922234
Yunusobod,2,60.0,4,4,42000,41.3587493,69.2996732
Yunusobod,2,60.0,5,9,42000,41.3825869,69.3019081
Yunusobod,2,54.0,2,4,42000,41.3692799,69.2981832
Yunusobod,2,50.0,2,4,43000,41.3714709,69.2810486
Yunusobod,2,62.0,4,9,44000,41.3653679,69.2773236
Mirzo Ulugbek,3,105.0,3,6,126000,41.3373845,69.329196
Yunusobod,2,62.0,7,9,44000,41.3653679,69.2773236
Mirzo Ulugbek,3,86.0,5,6,103000,41.3373845,69.329196
Yunusobod,2,60.0,3,5,44000,41.3709551,69.307123
Uchtepa,4,109.0,5,9,55000,41.2867929,69.1789807
Yunusobod,3,78.0,4,4,55000,41.3245206,69.2773236
Uchtepa,3,90.0,5,9,85000,41.2978921,69.1804708
Mirzo Ulugbek,3,75.0,8,9,56000,41.3196379,69.3200203
Yunusobod,5,140.0,5,9,102000,41.3245206,69.2773236
Mirobod,4,96.0,7,9,86000,41.296644,69.275878
Sergeli,4,106.0,6,9,41000,41.210633,69.2281531
Mirzo Ulugbek,4,110.0,7,16,82500,41.3129727,69.3438785
Yakkasaroy,1,30.0,2,4,21000,41.2847222,69.2502778
Shayhontohur,3,70.0,1,4,56000,41.3267124,69.2601886
Sergeli,3,80.0,2,5,45000,41.210633,69.2281531
Mirzo Ulugbek,2,50.0,1,4,30000,41.3606566,69.3548004
Mirzo Ulugbek,3,80.0,5,5,39000,41.3292204,69.3473509
Uchtepa,4,80.0,3,5,52500,41.2953086,69.182706
Mirzo Ulugbek,3,90.0,2,9,51000,41.3292204,69.3473509
Chilonzor,5,105.0,7,9,78500,41.3004131,69.204872
Yunusobod,4,100.0,3,5,85000,41.3298867,69.2803036
Mirobod,4,100.0,9,9,70000,41.295316,69.275364
Shayhontohur,4,94.0,5,5,65000,41.3630364,69.1852899
Uchtepa,2,72.0,5,12,40000,41.2978921,69.1804708
Yakkasaroy,2,48.0,5,9,23000,41.2673079,69.2415634
Chilonzor,3,73.0,4,9,75000,41.2985011,69.20291280000001
Shayhontohur,3,75.0,10,12,50000,41.3275402,69.2102725
Mirobod,4,96.0,7,9,96000,41.2983828,69.2730715
Mirzo Ulugbek,2,59.0,4,5,38500,41.3292204,69.3473509
Olmzor,1,33.0,3,4,33500,41.3333453,69.2475235
Mirobod,2,60.0,2,9,60000,41.3051824,69.2638823
Mirzo Ulugbek,2,70.0,3,6,85000,41.3373845,69.329196
Yunusobod,2,62.0,2,5,49000,41.374408,69.2771853
Mirzo Ulugbek,4,214.0,2,8,380000,41.3242397,69.2982672
Mirzo Ulugbek,2,60.0,4,4,32000,41.3423004,69.3570255
Yunusobod,2,83.0,3,5,50000,41.374408,69.2771853
Yunusobod,2,77.0,4,9,52000,41.374408,69.2771853
Yunusobod,2,68.0,6,9,56000,41.3507755,69.2873919
Mirzo Ulugbek,2,60.0,3,5,30500,41.3427418,69.3875774
Mirzo Ulugbek,3,66.0,3,5,56000,41.3104865,69.2922234
Yunusobod,2,58.0,1,4,56000,41.3653679,69.2773236
Mirzo Ulugbek,3,70.0,5,5,46500,41.3292204,69.3473509
Yunusobod,2,58.0,1,5,58000,41.374408,69.2771853
Mirzo Ulugbek,3,62.0,5,5,35000,41.3215876,69.3230626
Yunusobod,2,60.0,7,8,59500,41.3653679,69.2773236
Yunusobod,2,74.0,3,4,63000,41.3188889,69.2844444
Yunusobod,3,78.0,4,4,56000,41.3197131,69.2773236
Shayhontohur,1,28.0,2,2,21000,41.3275402,69.2102725
Yunusobod,1,44.0,2,5,59999,41.3197131,69.2773236
Yashnobod,3,93.0,4,7,46500,41.273215,69.3099734
Uchtepa,3,70.0,4,5,55000,41.2867929,69.1789807
Mirobod,4,112.0,11,12,85500,41.295316,69.275364
Uchtepa,3,70.0,4,4,31800,41.2962523,69.1909015
Olmzor,3,70.0,5,5,34600,41.3597078,69.2094809
Mirobod,4,100.0,8,9,160000,41.2983828,69.2730715
Sergeli,4,100.0,1,9,76000,41.220067,69.2207029
Olmzor,2,56.0,4,4,32500,41.3597078,69.2094809
Uchtepa,2,60.0,4,4,29900,41.2606228,69.1638237
Yunusobod,3,70.0,3,9,64000,41.3587493,69.2996732
Mirobod,3,112.0,4,5,80000,41.285135,69.300233
Mirzo Ulugbek,5,100.0,5,9,80000,41.3171406,69.2892434
Mirobod,5,235.0,6,8,395000,41.2991561,69.2785087
Yashnobod,2,58.0,2,4,37000,41.3273237,69.2320856
Chilonzor,2,52.0,4,4,32000,41.2829494,69.1968618
Yashnobod,2,62.0,9,9,34000,41.3146381,69.3228615
Mirzo Ulugbek,1,16.0,1,4,18000,41.354643,69.363559
Yashnobod,3,67.0,4,4,39000,41.3015152,69.3439999
Olmzor,4,92.0,3,5,63000,41.3645355,69.2281531
Yashnobod,3,67.0,4,4,39000,41.286283,69.3235123
Yashnobod,3,67.0,4,4,39000,41.2896055,69.3434849
Mirzo Ulugbek,1,16.0,1,4,18000,41.3292204,69.3473509
Yakkasaroy,1,45.0,3,4,40000,41.2955315,69.2552731
Yashnobod,2,30.0,7,9,20900,41.2853546,69.3491897
Mirobod,4,180.0,6,8,235000,41.2910722,69.2769129
Yakkasaroy,2,60.0,4,9,50000,41.2765672,69.2460335
Yakkasaroy,6,142.0,1,9,135000,41.2818558,69.2552666
Mirobod,3,85.0,3,9,86000,41.2910722,69.2769129
Mirzo Ulugbek,2,65.0,1,4,67000,41.314662,69.293391
Uchtepa,4,80.0,1,5,55000,41.2867929,69.1789807
Mirzo Ulugbek,2,50.0,2,5,35000,41.3104865,69.2922234
Olmzor,2,55.0,2,5,41000,41.3333453,69.2475235
Shayhontohur,3,70.0,2,9,52000,41.3289182,69.2527386
Yunusobod,4,104.0,6,9,74000,41.4153867,69.4292923
Mirzo Ulugbek,3,70.0,7,9,55000,41.3104865,69.2922234
Yakkasaroy,1,44.0,2,9,27000,41.2697288,69.2512486
Mirzo Ulugbek,1,30.0,1,2,19500,41.333139,69.3252798
Olmzor,4,150.0,5,6,95000,41.3408342,69.2060118
Mirzo Ulugbek,2,60.0,4,4,31992,41.3351702,69.3688617
Mirzo Ulugbek,3,70.0,5,5,45500,41.322142,69.303611
Mirzo Ulugbek,2,50.0,3,4,32000,41.3292204,69.3473509
Mirzo Ulugbek,3,64.0,5,5,35000,41.3215876,69.3230626
Mirzo Ulugbek,3,70.0,4,4,41000,41.3550649,69.3585936
Mirzo Ulugbek,3,85.0,4,4,83000,41.3104865,69.2922234
Mirzo Ulugbek,3,75.0,2,9,45500,41.3326551,69.3689542
Mirzo Ulugbek,3,70.0,6,9,56000,41.3183996,69.3186235
Olmzor,4,83.0,5,5,38000,41.3668928,69.2087824
Chilonzor,1,30.0,2,4,25500,41.2855934,69.223683
Uchtepa,2,57.95,11,12,29000,41.2978921,69.1804708
Yakkasaroy,2,50.0,2,4,47000,41.2911414,69.2601933
Mirzo Ulugbek,3,75.0,3,4,67000,41.3200105,69.3046892
Mirzo Ulugbek,3,70.0,5,9,65000,41.3292204,69.3473509
Mirzo Ulugbek,2,45.0,2,4,31000,41.3606566,69.3548004
Chilonzor,2,56.0,2,4,33000,41.2948119,69.2087824
Yunusobod,4,95.0,3,9,62000,41.3231488,69.2759999
Mirzo Ulugbek,3,70.0,2,4,73000,41.322142,69.303611
Yakkasaroy,2,45.0,1,4,50000,41.2638329,69.2254764
Mirzo Ulugbek,3,75.0,4,9,99000,41.3209122,69.303727
Mirzo Ulugbek,3,65.0,4,4,33000,41.3445193,69.3447348
Yakkasaroy,5,105.0,9,9,52900,41.2697288,69.2512486
Shayhontohur,3,72.0,8,9,55000,41.2834892,69.2665263
Yunusobod,3,71.0,1,5,65000,41.3615759,69.2747161
Mirzo Ulugbek,2,75.0,2,4,68000,41.3279327,69.301793
Uchtepa,4,80.0,1,5,60000,41.2867929,69.1789807
Uchtepa,4,79.0,5,5,42000,41.2867929,69.1789807
Chilonzor,2,48.0,2,5,35500,41.2857552,69.2117625
Chilonzor,2,60.0,3,5,39800,41.2914153,69.223963
Chilonzor,2,60.0,5,9,38500,41.259418,69.1804708
Chilonzor,2,60.0,3,5,39000,41.2857552,69.2117625
Olmzor,2,55.0,2,4,34500,41.3597078,69.2094809
Olmzor,1,40.0,6,9,28000,41.3424629,69.2419628
Yunusobod,1,42.0,2,4,44000,41.3245206,69.2773236
Mirzo Ulugbek,2,50.0,1,4,30000,41.3606566,69.3548004
Yakkasaroy,3,110.0,9,9,78000,41.2865169,69.240584
Yakkasaroy,2,72.0,8,9,51500,41.2865169,69.240584
Yakkasaroy,1,47.0,7,9,34000,41.2876117,69.2454228
Mirzo Ulugbek,3,72.0,9,9,43500,41.3239567,69.2232092
Chilonzor,1,30.0,2,4,24000,41.2807837,69.223683
Yakkasaroy,4,118.0,3,12,108417,41.2818558,69.2552666
Yunusobod,4,100.0,2,9,85000,41.3714709,69.2810486
Uchtepa,1,35.0,3,4,26800,41.2770171,69.1909015
Mirobod,3,75.0,8,9,75000,41.296644,69.275878
Chilonzor,3,65.0,4,4,38500,41.2729489,69.1916465
Chilonzor,2,50.0,2,4,31500,41.2770171,69.1909015
Chilonzor,2,58.0,4,4,36500,41.2857552,69.2117625
Chilonzor,2,50.0,3,4,35500,41.274633,69.200587
Chilonzor,2,60.0,5,9,37500,41.259418,69.1804708
Chilonzor,1,36.0,2,4,26500,41.274633,69.200587
Chilonzor,1,42.0,1,5,28500,41.259418,69.1804708
Chilonzor,1,42.0,4,4,26500,41.259418,69.1804708
Shayhontohur,4,96.0,2,9,72000,41.3351574,69.1788116
Yunusobod,4,82.0,1,4,80000,41.3394051,69.2623015
Olmzor,1,43.0,2,4,25000,41.3597078,69.2094809
Olmzor,2,56.0,4,5,29600,41.3597078,69.2094809
Olmzor,2,64.0,5,9,32000,41.3597078,69.2094809
Mirobod,2,65.0,7,9,48000,41.2868928,69.2724037
Olmzor,4,84.0,5,5,47000,41.3645355,69.2281531
Yakkasaroy,4,140.0,2,12,128631,41.2818558,69.2552666
Yunusobod,3,45.0,4,9,27500,41.3116519,69.1838618
Chilonzor,2,48.0,1,4,36500,41.262065,69.2072923
Mirzo Ulugbek,2,53.06,3,7,53000,41.31512,69.3234929
Uchtepa,2,50.0,2,5,34000,41.2771751,69.1789807
Yashnobod,3,63.0,5,5,45000,41.286283,69.3235123
Mirzo Ulugbek,5,110.0,2,4,85000,41.3576548,69.3675816
Yunusobod,3,67.0,4,4,40000,41.3231488,69.2759999
Olmzor,4,91.0,5,5,55000,41.3391066,69.2654037
Uchtepa,2,53.0,5,5,32000,41.2797359,69.1670599
Chilonzor,1,34.0,1,4,27000,41.271386,69.1961168
Chilonzor,3,68.0,4,4,56500,41.259418,69.1804708
Uchtepa,1,46.0,3,4,26800,41.2978921,69.1804708
Chilonzor,3,68.0,3,5,53000,41.259418,69.1804708
Yashnobod,3,62.5,1,4,46500,41.2889821,69.3443969
Mirzo Ulugbek,1,30.0,1,2,18500,41.333139,69.3252798
Mirzo Ulugbek,2,43.0,1,4,29800,41.3550649,69.3585936
Uchtepa,2,63.0,2,5,42000,41.2814223,69.1760005
Yakkasaroy,4,92.5,2,9,70000,41.2673079,69.2415634
Chilonzor,2,51.0,3,4,34500,41.2829494,69.1968618
Chilonzor,3,65.0,4,4,46500,41.271386,69.1961168
Mirobod,3,110.0,7,9,127000,41.2983828,69.2730715
Sergeli,2,84.0,3,9,33500,41.2994958,69.2400734
Uchtepa,3,68.0,4,5,42000,41.2770171,69.1909015
Chilonzor,2,45.0,4,4,34500,41.274633,69.200587
Yakkasaroy,4,120.0,1,5,135000,41.2765672,69.2460335
Sergeli,3,82.0,3,7,55000,41.2304214,69.2117625
Uchtepa,3,96.0,2,4,74000,41.2953086,69.182706
Shayhontohur,1,41.0,5,9,31500,41.3275402,69.2102725
Mirzo Ulugbek,7,203.0,8,9,98979,41.3146381,69.3228615
Yakkasaroy,1,64.0,4,12,58803,41.2818558,69.2552666
Uchtepa,4,80.0,5,6,56500,41.2771751,69.1789807
Chilonzor,2,46.0,3,4,33500,41.2710841,69.1849411
Yunusobod,4,82.0,1,9,65000,41.3825869,69.3019081
Mirzo Ulugbek,3,113.6,2,5,115000,41.3200105,69.3046892
Shayhontohur,3,75.0,7,9,57000,41.3242925,69.2505036
Yunusobod,1,42.0,3,4,47000,41.3245206,69.2773236
Shayhontohur,2,60.0,3,4,53000,41.3267124,69.2601886
Olmzor,2,61.0,4,5,39000,41.3333453,69.2475235
Yunusobod,2,60.0,3,4,73000,41.3298867,69.2803036
